rectal_temp,pulse,respiratory_rate,temp_of_extremities,pain,packed_cell_volume,total_protein,age_young,peripheral_pulse_increased,peripheral_pulse_normal,peripheral_pulse_reduced,mucous_membrane_bright_red,mucous_membrane_dark_cyanotic,mucous_membrane_normal_pink,mucous_membrane_pale_cyanotic,mucous_membrane_pale_pink,capillary_refill_time_less_3_sec,capillary_refill_time_more_3_sec,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominal_distention_none,abdominal_distention_severe,abdominal_distention_slight,nasogastric_tube_significant,nasogastric_tube_slight,nasogastric_reflux_more_1_liter,nasogastric_reflux_none,rectal_exam_feces_decreased,rectal_exam_feces_increased,rectal_exam_feces_normal,abdomen_distend_small,abdomen_firm,abdomen_normal,abdomen_other,abdomo_appearance_cloudy,abdomo_appearance_serosanguious,surgical_lesion_yes
38.5,66.0,28.0,1.0,4.0,45.0,8.4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
39.2,88.0,20.0,1.0,2.0,50.0,85.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
38.3,40.0,24.0,2.0,2.0,33.0,6.7,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
39.1,164.0,84.0,0.0,1.0,48.0,7.2,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
37.3,104.0,35.0,1.0,2.0,74.0,7.4,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
38.16861924686192,72.0,30.46058091286307,3.0,1.0,46.30740740740741,24.274436090225564,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
37.9,48.0,16.0,2.0,2.0,37.0,7.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
38.16861924686192,60.0,30.46058091286307,1.0,2.0,44.0,8.3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True
38.16861924686192,80.0,36.0,1.0,3.0,38.0,6.2,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
38.3,90.0,30.46058091286307,2.0,4.0,40.0,6.2,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
38.1,66.0,12.0,1.0,2.0,44.0,6.0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
39.1,72.0,52.0,3.0,1.0,50.0,7.8,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
37.2,42.0,12.0,3.0,2.0,46.30740740740741,7.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
38.0,92.0,28.0,2.0,0.0,37.0,6.1,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False
38.2,76.0,28.0,1.0,2.0,46.0,81.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
37.6,96.0,48.0,1.0,4.0,45.0,6.8,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True
38.16861924686192,128.0,36.0,1.0,3.0,53.0,7.8,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
37.5,48.0,24.0,1.0,2.0,46.30740740740741,24.274436090225564,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
37.6,64.0,21.0,2.0,1.0,40.0,7.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
39.4,110.0,35.0,0.0,2.0,55.0,8.7,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
39.9,72.0,60.0,2.0,4.0,46.0,6.1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
38.4,48.0,16.0,2.0,0.0,49.0,6.8,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
38.6,42.0,34.0,3.0,1.0,48.0,7.2,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
38.3,130.0,60.0,1.0,1.0,50.0,70.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
38.1,60.0,12.0,1.0,2.0,51.0,65.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
37.8,60.0,42.0,1.0,2.0,46.30740740740741,24.274436090225564,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
38.3,72.0,30.0,0.0,2.0,43.0,7.0,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
37.8,48.0,12.0,1.0,2.0,37.0,5.5,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
38.16861924686192,72.0,30.46058091286307,1.0,2.0,46.30740740740741,24.274436090225564,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
37.7,48.0,30.46058091286307,3.0,0.0,45.0,76.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
37.7,96.0,30.0,1.0,4.0,66.0,7.5,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
37.2,108.0,12.0,1.0,1.0,52.0,8.2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,True
37.2,60.0,30.46058091286307,3.0,2.0,43.0,6.6,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
38.2,64.0,28.0,2.0,2.0,49.0,8.6,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
38.16861924686192,100.0,30.0,1.0,4.0,52.0,6.6,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
38.16861924686192,104.0,24.0,0.0,3.0,73.0,8.4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True
38.3,112.0,16.0,1.0,2.0,51.0,6.0,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.8,72.0,30.46058091286307,1.0,4.0,56.0,80.0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
38.6,52.0,30.46058091286307,2.0,2.0,32.0,6.6,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
39.2,146.0,96.0,1.0,2.0,46.30740740740741,24.274436090225564,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
38.16861924686192,88.0,30.46058091286307,1.0,4.0,63.0,6.5,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
39.0,150.0,72.0,1.0,2.0,47.0,8.5,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
38.0,60.0,12.0,1.0,2.0,47.0,7.0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
38.16861924686192,120.0,30.46058091286307,1.0,3.0,52.0,67.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
35.4,140.0,24.0,1.0,3.0,57.0,69.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True
38.16861924686192,120.0,30.46058091286307,0.0,4.0,60.0,6.5,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
37.9,60.0,15.0,1.0,4.0,65.0,7.5,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
37.5,48.0,16.0,2.0,0.0,37.0,6.5,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
38.9,80.0,44.0,1.0,1.0,54.0,6.5,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True
37.2,84.0,48.0,1.0,3.0,73.0,5.5,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
38.6,46.0,30.46058091286307,2.0,0.0,49.0,9.1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
37.4,84.0,36.0,2.0,2.0,46.30740740740741,24.274436090225564,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True
38.16861924686192,72.0,30.46058091286307,2.0,0.0,43.0,7.7,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
38.6,40.0,20.0,1.0,2.0,41.0,6.4,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
40.3,114.0,36.0,1.0,1.0,57.0,8.1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True
38.6,160.0,20.0,1.0,2.0,38.0,24.274436090225564,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
38.16861924686192,72.0,30.46058091286307,1.0,2.0,24.0,6.7,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
38.16861924686192,64.0,36.0,3.0,4.0,42.0,7.7,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
38.16861924686192,72.0,20.0,0.0,4.0,53.0,5.9,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True
38.16861924686192,96.0,30.46058091286307,1.0,4.0,60.0,24.274436090225564,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
37.8,48.0,32.0,2.0,1.0,37.0,6.7,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
38.5,60.0,30.46058091286307,3.0,0.0,44.0,7.7,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False
37.8,88.0,22.0,3.0,2.0,64.0,8.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
38.2,130.0,16.0,0.0,1.0,65.0,82.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
39.0,64.0,36.0,1.0,2.0,44.0,7.5,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
38.16861924686192,60.0,36.0,1.0,2.0,26.0,72.0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True
37.9,72.0,30.46058091286307,2.0,2.0,58.0,74.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
38.4,54.0,24.0,2.0,0.0,49.0,7.2,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
38.16861924686192,52.0,16.0,2.0,2.0,55.0,7.2,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
38.0,48.0,12.0,2.0,0.0,42.0,6.3,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False
37.0,60.0,20.0,1.0,2.0,43.0,7.6,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
37.8,48.0,28.0,2.0,0.0,46.0,5.9,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
37.7,56.0,30.46058091286307,1.0,2.0,46.30740740740741,24.274436090225564,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
38.1,52.0,24.0,2.0,3.0,54.0,7.5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
38.16861924686192,72.0,30.46058091286307,1.0,2.0,37.0,4.9,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
39.7,100.0,30.46058091286307,1.0,1.0,48.0,57.0,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
37.6,38.0,20.0,1.0,2.0,37.0,68.0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True
38.7,52.0,20.0,3.0,0.0,33.0,77.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
38.16861924686192,72.0,30.46058091286307,1.0,4.0,46.0,5.9,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
37.5,96.0,18.0,2.0,2.0,69.0,8.9,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True
36.4,98.0,35.0,1.0,3.0,47.0,6.4,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True
37.3,40.0,30.46058091286307,1.0,1.0,36.0,24.274436090225564,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True
38.1,100.0,80.0,1.0,2.0,36.0,5.7,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
38.0,72.0,24.0,1.0,4.0,68.0,7.8,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
37.8,60.0,80.0,2.0,1.0,40.0,4.5,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
38.0,54.0,30.0,3.0,2.0,45.0,6.2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
38.16861924686192,88.0,40.0,1.0,4.0,50.0,7.7,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True
38.16861924686192,40.0,16.0,1.0,2.0,50.0,7.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
39.0,64.0,40.0,2.0,2.0,42.0,7.5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
38.3,42.0,10.0,2.0,0.0,38.0,61.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
38.0,52.0,16.0,1.0,1.0,53.0,86.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True
40.3,114.0,36.0,1.0,1.0,57.0,8.1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True
38.8,50.0,20.0,1.0,0.0,42.0,6.2,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
38.16861924686192,72.0,30.46058091286307,1.0,4.0,38.0,6.5,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
37.5,48.0,30.0,0.0,2.0,48.0,8.6,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
37.3,48.0,20.0,1.0,2.0,41.0,69.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True
